
"runs" "filesize" "d_span" "chunk_order" "fsync_bitmap" "sync_bitmap" "number_of_chunks"
"612" 49152 4210688 "021" "001" "011" 3
"613" 49152 2113536 "021" "010" "001" 3
"614" 49152 49152 "021" "011" "001" 3
"615" 49152 49152 "021" "010" "011" 3
"616" 49152 49152 "021" "011" "011" 3
"617" 49152 65536 "021" "000" "101" 3
"618" 49152 2129920 "021" "001" "101" 3
"619" 49152 2113536 "021" "000" "111" 3
"620" 49152 2113536 "021" "001" "111" 3
"621" 49152 2129920 "021" "010" "101" 3
"622" 49152 2129920 "021" "011" "101" 3
"623" 49152 2129920 "021" "010" "111" 3
"624" 49152 2129920 "021" "011" "111" 3
"625" 49152 2129920 "021" "100" "001" 3
"626" 49152 49152 "021" "101" "001" 3
"627" 49152 4210688 "021" "100" "011" 3
"628" 49152 2113536 "021" "101" "011" 3
"629" 49152 2113536 "021" "110" "001" 3
"630" 49152 49152 "021" "111" "001" 3
"631" 49152 49152 "021" "110" "011" 3
"632" 49152 49152 "021" "111" "011" 3
"633" 49152 2129920 "021" "100" "101" 3
"634" 49152 49152 "021" "101" "101" 3
"635" 49152 4210688 "021" "100" "111" 3
"636" 49152 2113536 "021" "101" "111" 3
"637" 49152 49152 "021" "110" "101" 3
"638" 49152 49152 "021" "111" "101" 3
"639" 49152 49152 "021" "110" "111" 3
"640" 49152 49152 "021" "111" "111" 3
"641" 49152 49152 "102" "000" "001" 3
"642" 49152 49152 "102" "001" "001" 3
"643" 49152 49152 "102" "000" "011" 3
"644" 49152 2113536 "102" "001" "011" 3
"645" 49152 2113536 "102" "010" "001" 3
"646" 49152 49152 "102" "011" "001" 3
"647" 49152 2113536 "102" "010" "011" 3
"648" 49152 49152 "102" "011" "011" 3
"649" 49152 2113536 "102" "000" "101" 3
"650" 49152 2129920 "102" "001" "101" 3
"651" 49152 2113536 "102" "000" "111" 3
"652" 49152 2129920 "102" "001" "111" 3
"653" 49152 2113536 "102" "010" "101" 3
"654" 49152 2129920 "102" "011" "101" 3
"655" 49152 2113536 "102" "010" "111" 3
"656" 49152 2129920 "102" "011" "111" 3
"657" 49152 2113536 "102" "100" "001" 3
"658" 49152 49152 "102" "101" "001" 3
"659" 49152 2113536 "102" "100" "011" 3
"660" 49152 49152 "102" "101" "011" 3
"661" 49152 2113536 "102" "110" "001" 3
"662" 49152 49152 "102" "111" "001" 3
"663" 49152 2113536 "102" "110" "011" 3
"664" 49152 49152 "102" "111" "011" 3
"665" 49152 2113536 "102" "100" "101" 3
"666" 49152 49152 "102" "101" "101" 3
"667" 49152 2113536 "102" "100" "111" 3
"668" 49152 49152 "102" "101" "111" 3
"669" 49152 2113536 "102" "110" "101" 3
"670" 49152 49152 "102" "111" "101" 3
"671" 49152 2113536 "102" "110" "111" 3
"672" 49152 49152 "102" "111" "111" 3
"673" 49152 49152 "120" "000" "001" 3
"674" 49152 49152 "120" "001" "001" 3
"675" 49152 2113536 "120" "000" "011" 3
"676" 49152 2113536 "120" "001" "011" 3
"677" 49152 49152 "120" "010" "001" 3
"678" 49152 49152 "120" "011" "001" 3
"679" 49152 2113536 "120" "010" "011" 3
"680" 49152 49152 "120" "011" "011" 3
"681" 49152 2113536 "120" "000" "101" 3
"682" 49152 2129920 "120" "001" "101" 3
"683" 49152 2113536 "120" "000" "111" 3
"684" 49152 2113536 "120" "001" "111" 3
"685" 49152 2129920 "120" "010" "101" 3
"686" 49152 2129920 "120" "011" "101" 3
"687" 49152 2129920 "120" "010" "111" 3
"688" 49152 2129920 "120" "011" "111" 3
"689" 49152 2113536 "120" "100" "001" 3
"690" 49152 49152 "120" "101" "001" 3
"691" 49152 2113536 "120" "100" "011" 3
"692" 49152 2113536 "120" "101" "011" 3
"693" 49152 2113536 "120" "110" "001" 3
"694" 49152 49152 "120" "111" "001" 3
"695" 49152 2113536 "120" "110" "011" 3
"696" 49152 49152 "120" "111" "011" 3
"697" 49152 4210688 "120" "100" "101" 3
"698" 49152 49152 "120" "101" "101" 3
"699" 49152 2113536 "120" "100" "111" 3
"700" 49152 2113536 "120" "101" "111" 3
"701" 49152 2113536 "120" "110" "101" 3
"702" 49152 49152 "120" "111" "101" 3
"703" 49152 2113536 "120" "110" "111" 3
"704" 49152 49152 "120" "111" "111" 3
"705" 49152 49152 "201" "000" "001" 3
"706" 49152 49152 "201" "001" "001" 3
"707" 49152 2113536 "201" "000" "011" 3
"708" 49152 4210688 "201" "001" "011" 3
"709" 49152 49152 "201" "010" "001" 3
"710" 49152 49152 "201" "011" "001" 3
"711" 49152 2113536 "201" "010" "011" 3
"712" 49152 49152 "201" "011" "011" 3
"713" 49152 2129920 "201" "000" "101" 3
"714" 49152 2129920 "201" "001" "101" 3
"715" 49152 2129920 "201" "000" "111" 3
"716" 49152 2129920 "201" "001" "111" 3
"717" 49152 2129920 "201" "010" "101" 3
"718" 49152 2129920 "201" "011" "101" 3
"719" 49152 4210688 "201" "010" "111" 3
"720" 49152 2129920 "201" "011" "111" 3
"721" 49152 2129920 "201" "100" "001" 3
"722" 49152 49152 "201" "101" "001" 3
"723" 49152 2129920 "201" "100" "011" 3
"724" 49152 49152 "201" "101" "011" 3
"725" 49152 2113536 "201" "110" "001" 3
"726" 49152 49152 "201" "111" "001" 3
"727" 49152 49152 "201" "110" "011" 3
"728" 49152 49152 "201" "111" "011" 3
"729" 49152 49152 "201" "100" "101" 3
"730" 49152 49152 "201" "101" "101" 3
"731" 49152 49152 "201" "100" "111" 3
"732" 49152 2113536 "201" "101" "111" 3
"733" 49152 2113536 "201" "110" "101" 3
"734" 49152 49152 "201" "111" "101" 3
"735" 49152 49152 "201" "110" "111" 3
"736" 49152 49152 "201" "111" "111" 3
"737" 49152 49152 "210" "000" "001" 3
"738" 49152 49152 "210" "001" "001" 3
"739" 49152 2113536 "210" "000" "011" 3
"740" 49152 2113536 "210" "001" "011" 3
"741" 49152 49152 "210" "010" "001" 3
"742" 49152 49152 "210" "011" "001" 3
"743" 49152 49152 "210" "010" "011" 3
"744" 49152 49152 "210" "011" "011" 3
"745" 49152 2129920 "210" "000" "101" 3
"746" 49152 2129920 "210" "001" "101" 3
"747" 49152 2129920 "210" "000" "111" 3
"748" 49152 4210688 "210" "001" "111" 3
"749" 49152 2129920 "210" "010" "101" 3
"750" 49152 2129920 "210" "011" "101" 3
"751" 49152 4210688 "210" "010" "111" 3
"752" 49152 2129920 "210" "011" "111" 3
"753" 49152 49152 "210" "100" "001" 3
"754" 49152 49152 "210" "101" "001" 3
"755" 49152 2113536 "210" "100" "011" 3
"756" 49152 49152 "210" "101" "011" 3
"757" 49152 49152 "210" "110" "001" 3
"758" 49152 49152 "210" "111" "001" 3
"759" 49152 2113536 "210" "110" "011" 3
"760" 49152 49152 "210" "111" "011" 3
"761" 49152 2129920 "210" "100" "101" 3
"762" 49152 49152 "210" "101" "101" 3
"763" 49152 2129920 "210" "100" "111" 3
"764" 49152 49152 "210" "101" "111" 3
"765" 49152 49152 "210" "110" "101" 3
"766" 49152 49152 "210" "111" "101" 3
"767" 49152 2113536 "210" "110" "111" 3
"768" 49152 49152 "210" "111" "111" 3
"769" 61440 61440 "012" "000" "001" 3
"770" 61440 61440 "012" "001" "001" 3
"771" 61440 61440 "012" "000" "011" 3
"772" 61440 2117632 "012" "001" "011" 3
"773" 61440 2117632 "012" "010" "001" 3
"774" 61440 61440 "012" "011" "001" 3
"775" 61440 2117632 "012" "010" "011" 3
"776" 61440 61440 "012" "011" "011" 3
"777" 61440 61440 "012" "000" "101" 3
"778" 61440 2138112 "012" "001" "101" 3
"779" 61440 61440 "012" "000" "111" 3
"780" 61440 2117632 "012" "001" "111" 3
"781" 61440 2117632 "012" "010" "101" 3
"782" 61440 2138112 "012" "011" "101" 3
"783" 61440 2117632 "012" "010" "111" 3
"784" 61440 2138112 "012" "011" "111" 3
"785" 61440 2138112 "012" "100" "001" 3
"786" 61440 61440 "012" "101" "001" 3
"787" 61440 2138112 "012" "100" "011" 3
"788" 61440 2117632 "012" "101" "011" 3
"789" 61440 2117632 "012" "110" "001" 3
"790" 61440 61440 "012" "111" "001" 3
"791" 61440 2117632 "012" "110" "011" 3
"792" 61440 61440 "012" "111" "011" 3
"793" 61440 2138112 "012" "100" "101" 3
"794" 61440 61440 "012" "101" "101" 3
"795" 61440 2138112 "012" "100" "111" 3
"796" 61440 2117632 "012" "101" "111" 3
"797" 61440 2117632 "012" "110" "101" 3
"798" 61440 61440 "012" "111" "101" 3
"799" 61440 2117632 "012" "110" "111" 3
"800" 61440 61440 "012" "111" "111" 3
"801" 61440 61440 "021" "000" "001" 3
"802" 61440 61440 "021" "001" "001" 3
"803" 61440 2117632 "021" "000" "011" 3
"804" 61440 2117632 "021" "001" "011" 3
"805" 61440 2117632 "021" "010" "001" 3
"806" 61440 61440 "021" "011" "001" 3
"807" 61440 61440 "021" "010" "011" 3
"808" 61440 61440 "021" "011" "011" 3
"809" 61440 61440 "021" "000" "101" 3
"810" 61440 2138112 "021" "001" "101" 3
"811" 61440 2117632 "021" "000" "111" 3
"812" 61440 2117632 "021" "001" "111" 3
"813" 61440 2138112 "021" "010" "101" 3
"814" 61440 2138112 "021" "011" "101" 3
"815" 61440 2138112 "021" "010" "111" 3
"816" 61440 2138112 "021" "011" "111" 3
"817" 61440 2138112 "021" "100" "001" 3
"818" 61440 61440 "021" "101" "001" 3
"819" 61440 4214784 "021" "100" "011" 3
"820" 61440 2117632 "021" "101" "011" 3
"821" 61440 2117632 "021" "110" "001" 3
"822" 61440 61440 "021" "111" "001" 3
"823" 61440 2117632 "021" "110" "011" 3
"824" 61440 61440 "021" "111" "011" 3
"825" 61440 2138112 "021" "100" "101" 3
"826" 61440 61440 "021" "101" "101" 3
"827" 61440 2117632 "021" "100" "111" 3
"828" 61440 2117632 "021" "101" "111" 3
"829" 61440 2117632 "021" "110" "101" 3
"830" 61440 61440 "021" "111" "101" 3
"831" 61440 2117632 "021" "110" "111" 3
"832" 61440 61440 "021" "111" "111" 3
"833" 61440 61440 "102" "000" "001" 3
"834" 61440 61440 "102" "001" "001" 3
"835" 61440 61440 "102" "000" "011" 3
"836" 61440 2117632 "102" "001" "011" 3
"837" 61440 2117632 "102" "010" "001" 3
"838" 61440 61440 "102" "011" "001" 3
"839" 61440 2117632 "102" "010" "011" 3
"840" 61440 61440 "102" "011" "011" 3
"841" 61440 2117632 "102" "000" "101" 3
"842" 61440 2138112 "102" "001" "101" 3
"843" 61440 2117632 "102" "000" "111" 3
"844" 61440 4214784 "102" "001" "111" 3
"845" 61440 2117632 "102" "010" "101" 3
"846" 61440 2138112 "102" "011" "101" 3
"847" 61440 2117632 "102" "010" "111" 3
"848" 61440 2138112 "102" "011" "111" 3
"849" 61440 4214784 "102" "100" "001" 3
"850" 61440 61440 "102" "101" "001" 3
"851" 61440 2117632 "102" "100" "011" 3
"852" 61440 2117632 "102" "101" "011" 3
"853" 61440 2117632 "102" "110" "001" 3
"854" 61440 61440 "102" "111" "001" 3
"855" 61440 2117632 "102" "110" "011" 3
"856" 61440 61440 "102" "111" "011" 3
"857" 61440 4214784 "102" "100" "101" 3
"858" 61440 61440 "102" "101" "101" 3
"859" 61440 2117632 "102" "100" "111" 3
"860" 61440 61440 "102" "101" "111" 3
"861" 61440 2117632 "102" "110" "101" 3
"862" 61440 61440 "102" "111" "101" 3
"863" 61440 2117632 "102" "110" "111" 3
"864" 61440 61440 "102" "111" "111" 3
"865" 61440 61440 "120" "000" "001" 3
"866" 61440 61440 "120" "001" "001" 3
"867" 61440 2117632 "120" "000" "011" 3
"868" 61440 2117632 "120" "001" "011" 3
"869" 61440 61440 "120" "010" "001" 3
"870" 61440 61440 "120" "011" "001" 3
"871" 61440 61440 "120" "010" "011" 3
"872" 61440 61440 "120" "011" "011" 3
"873" 61440 2117632 "120" "000" "101" 3
"874" 61440 2138112 "120" "001" "101" 3
"875" 61440 2117632 "120" "000" "111" 3
"876" 61440 2117632 "120" "001" "111" 3
"877" 61440 4214784 "120" "010" "101" 3
"878" 61440 2138112 "120" "011" "101" 3
"879" 61440 4214784 "120" "010" "111" 3
"880" 61440 2138112 "120" "011" "111" 3
"881" 61440 4214784 "120" "100" "001" 3
"882" 61440 61440 "120" "101" "001" 3
"883" 61440 4214784 "120" "100" "011" 3
"884" 61440 2117632 "120" "101" "011" 3
"885" 61440 61440 "120" "110" "001" 3
"886" 61440 61440 "120" "111" "001" 3
"887" 61440 2117632 "120" "110" "011" 3
"888" 61440 61440 "120" "111" "011" 3
"889" 61440 4214784 "120" "100" "101" 3
"890" 61440 61440 "120" "101" "101" 3
"891" 61440 2117632 "120" "100" "111" 3
"892" 61440 2117632 "120" "101" "111" 3
"893" 61440 2117632 "120" "110" "101" 3
"894" 61440 61440 "120" "111" "101" 3
"895" 61440 2117632 "120" "110" "111" 3
"896" 61440 61440 "120" "111" "111" 3
"897" 61440 61440 "201" "000" "001" 3
"898" 61440 61440 "201" "001" "001" 3
"899" 61440 2117632 "201" "000" "011" 3
"900" 61440 4214784 "201" "001" "011" 3
"901" 61440 2117632 "201" "010" "001" 3
"902" 61440 61440 "201" "011" "001" 3
"903" 61440 61440 "201" "010" "011" 3
"904" 61440 61440 "201" "011" "011" 3
"905" 61440 2138112 "201" "000" "101" 3
"906" 61440 2138112 "201" "001" "101" 3
"907" 61440 2138112 "201" "000" "111" 3
"908" 61440 4214784 "201" "001" "111" 3
"909" 61440 2138112 "201" "010" "101" 3
"910" 61440 2138112 "201" "011" "101" 3
"911" 61440 2138112 "201" "010" "111" 3
"912" 61440 2138112 "201" "011" "111" 3
"913" 61440 61440 "201" "100" "001" 3
"914" 61440 61440 "201" "101" "001" 3
"915" 61440 61440 "201" "100" "011" 3
"916" 61440 2117632 "201" "101" "011" 3
"917" 61440 2117632 "201" "110" "001" 3
"918" 61440 61440 "201" "111" "001" 3
"919" 61440 61440 "201" "110" "011" 3
"920" 61440 61440 "201" "111" "011" 3
"921" 61440 2138112 "201" "100" "101" 3
"922" 61440 61440 "201" "101" "101" 3
"923" 61440 2138112 "201" "100" "111" 3
"924" 61440 61440 "201" "101" "111" 3
"925" 61440 2117632 "201" "110" "101" 3
"926" 61440 61440 "201" "111" "101" 3
"927" 61440 2117632 "201" "110" "111" 3
"928" 61440 61440 "201" "111" "111" 3
"929" 61440 61440 "210" "000" "001" 3
"930" 61440 61440 "210" "001" "001" 3
"931" 61440 2117632 "210" "000" "011" 3
"932" 61440 2117632 "210" "001" "011" 3
"933" 61440 2117632 "210" "010" "001" 3
"934" 61440 61440 "210" "011" "001" 3
"935" 61440 61440 "210" "010" "011" 3
"936" 61440 61440 "210" "011" "011" 3
"937" 61440 2138112 "210" "000" "101" 3
"938" 61440 2138112 "210" "001" "101" 3
"939" 61440 2138112 "210" "000" "111" 3
"940" 61440 2138112 "210" "001" "111" 3
"941" 61440 2138112 "210" "010" "101" 3
"942" 61440 2138112 "210" "011" "101" 3
"943" 61440 2138112 "210" "010" "111" 3
"944" 61440 2138112 "210" "011" "111" 3
"945" 61440 2138112 "210" "100" "001" 3
"946" 61440 61440 "210" "101" "001" 3
"947" 61440 2117632 "210" "100" "011" 3
"948" 61440 61440 "210" "101" "011" 3
"949" 61440 2117632 "210" "110" "001" 3
"950" 61440 61440 "210" "111" "001" 3
"951" 61440 61440 "210" "110" "011" 3
"952" 61440 61440 "210" "111" "011" 3
"953" 61440 2138112 "210" "100" "101" 3
"954" 61440 61440 "210" "101" "101" 3
"955" 61440 61440 "210" "100" "111" 3
"956" 61440 61440 "210" "101" "111" 3
"957" 61440 61440 "210" "110" "101" 3
"958" 61440 61440 "210" "111" "101" 3
"959" 61440 61440 "210" "110" "111" 3
"960" 61440 61440 "210" "111" "111" 3
"961" 73728 73728 "012" "000" "001" 3
"962" 73728 73728 "012" "001" "001" 3
"963" 73728 73728 "012" "000" "011" 3
"964" 73728 73728 "012" "001" "011" 3
"965" 73728 2121728 "012" "010" "001" 3
"966" 73728 2246987776 "012" "011" "001" 3
"967" 73728 2121728 "012" "010" "011" 3
"968" 73728 2246987776 "012" "011" "011" 3
"969" 73728 73728 "012" "000" "101" 3
"970" 73728 73728 "012" "001" "101" 3
"971" 73728 73728 "012" "000" "111" 3
"972" 73728 73728 "012" "001" "111" 3
"973" 73728 2121728 "012" "010" "101" 3
"974" 73728 2249060352 "012" "011" "101" 3
"975" 73728 2121728 "012" "010" "111" 3
"976" 73728 2249060352 "012" "011" "111" 3
"977" 73728 2146304 "012" "100" "001" 3
"978" 73728 2246963200 "012" "101" "001" 3
"979" 73728 2146304 "012" "100" "011" 3
"980" 73728 2146304 "012" "101" "011" 3
"981" 73728 2121728 "012" "110" "001" 3
"982" 73728 2246987776 "012" "111" "001" 3
"983" 73728 2121728 "012" "110" "011" 3
"984" 73728 2246987776 "012" "111" "011" 3
"985" 73728 2146304 "012" "100" "101" 3
"986" 73728 2246963200 "012" "101" "101" 3
"987" 73728 2146304 "012" "100" "111" 3
"988" 73728 2146304 "012" "101" "111" 3
"989" 73728 2121728 "012" "110" "101" 3
"990" 73728 2246987776 "012" "111" "101" 3
"991" 73728 2121728 "012" "110" "111" 3
"992" 73728 2246987776 "012" "111" "111" 3
"993" 73728 73728 "021" "000" "001" 3
"994" 73728 73728 "021" "001" "001" 3
"995" 73728 73728 "021" "000" "011" 3
"996" 73728 73728 "021" "001" "011" 3
"997" 73728 73728 "021" "010" "001" 3
"998" 73728 73728 "021" "011" "001" 3
"999" 73728 73728 "021" "010" "011" 3
"1000" 73728 73728 "021" "011" "011" 3
"1001" 73728 73728 "021" "000" "101" 3
"1002" 73728 73728 "021" "001" "101" 3
"1003" 73728 2246987776 "021" "000" "111" 3
"1004" 73728 2246987776 "021" "001" "111" 3
"1005" 73728 98304 "021" "010" "101" 3
"1006" 73728 98304 "021" "011" "101" 3
"1007" 73728 98304 "021" "010" "111" 3
"1008" 73728 98304 "021" "011" "111" 3
"1009" 73728 2146304 "021" "100" "001" 3
"1010" 73728 2246963200 "021" "101" "001" 3
"1011" 73728 2249060352 "021" "100" "011" 3
"1012" 73728 2249060352 "021" "101" "011" 3
"1013" 73728 2246963200 "021" "110" "001" 3
"1014" 73728 2246963200 "021" "111" "001" 3
"1015" 73728 2246963200 "021" "110" "011" 3
"1016" 73728 2246963200 "021" "111" "011" 3
"1017" 73728 2146304 "021" "100" "101" 3
"1018" 73728 2246963200 "021" "101" "101" 3
"1019" 73728 2249060352 "021" "100" "111" 3
"1020" 73728 2249060352 "021" "101" "111" 3
"1021" 73728 2246963200 "021" "110" "101" 3
"1022" 73728 2246963200 "021" "111" "101" 3
"1023" 73728 2246963200 "021" "110" "111" 3
"1024" 73728 2246963200 "021" "111" "111" 3
"1025" 73728 73728 "102" "000" "001" 3
"1026" 73728 73728 "102" "001" "001" 3
"1027" 73728 73728 "102" "000" "011" 3
"1028" 73728 73728 "102" "001" "011" 3
"1029" 73728 2121728 "102" "010" "001" 3
"1030" 73728 2246987776 "102" "011" "001" 3
"1031" 73728 2121728 "102" "010" "011" 3
"1032" 73728 2246987776 "102" "011" "011" 3
"1033" 73728 73728 "102" "000" "101" 3
"1034" 73728 73728 "102" "001" "101" 3
"1035" 73728 2121728 "102" "000" "111" 3
"1036" 73728 2121728 "102" "001" "111" 3
"1037" 73728 2121728 "102" "010" "101" 3
"1038" 73728 2121728 "102" "011" "101" 3
"1039" 73728 2121728 "102" "010" "111" 3
"1040" 73728 2121728 "102" "011" "111" 3
"1041" 73728 2146304 "102" "100" "001" 3
"1042" 73728 100552704 "102" "101" "001" 3
"1043" 73728 4218880 "102" "100" "011" 3
"1044" 73728 2246987776 "102" "101" "011" 3
"1045" 73728 2121728 "102" "110" "001" 3
"1046" 73728 2246987776 "102" "111" "001" 3
"1047" 73728 2121728 "102" "110" "011" 3
"1048" 73728 2246987776 "102" "111" "011" 3
"1049" 73728 2146304 "102" "100" "101" 3
"1050" 73728 100552704 "102" "101" "101" 3
"1051" 73728 4218880 "102" "100" "111" 3
"1052" 73728 2249060352 "102" "101" "111" 3
"1053" 73728 2121728 "102" "110" "101" 3
"1054" 73728 2246987776 "102" "111" "101" 3
"1055" 73728 2121728 "102" "110" "111" 3
"1056" 73728 2246987776 "102" "111" "111" 3
"1057" 73728 73728 "120" "000" "001" 3
"1058" 73728 73728 "120" "001" "001" 3
"1059" 73728 73728 "120" "000" "011" 3
"1060" 73728 73728 "120" "001" "011" 3
"1061" 73728 73728 "120" "010" "001" 3
"1062" 73728 73728 "120" "011" "001" 3
"1063" 73728 73728 "120" "010" "011" 3
"1064" 73728 73728 "120" "011" "011" 3
"1065" 73728 73728 "120" "000" "101" 3
"1066" 73728 73728 "120" "001" "101" 3
"1067" 73728 73728 "120" "000" "111" 3
"1068" 73728 73728 "120" "001" "111" 3
"1069" 73728 73728 "120" "010" "101" 3
"1070" 73728 73728 "120" "011" "101" 3
"1071" 73728 73728 "120" "010" "111" 3
"1072" 73728 73728 "120" "011" "111" 3
"1073" 73728 2146304 "120" "100" "001" 3
"1074" 73728 100552704 "120" "101" "001" 3
"1075" 73728 2146304 "120" "100" "011" 3
"1076" 73728 2146304 "120" "101" "011" 3
"1077" 73728 2246963200 "120" "110" "001" 3
"1078" 73728 2246963200 "120" "111" "001" 3
"1079" 73728 2246963200 "120" "110" "011" 3
"1080" 73728 2246963200 "120" "111" "011" 3
"1081" 73728 2146304 "120" "100" "101" 3
"1082" 73728 100552704 "120" "101" "101" 3
"1083" 73728 2146304 "120" "100" "111" 3
"1084" 73728 2146304 "120" "101" "111" 3
"1085" 73728 2246963200 "120" "110" "101" 3
"1086" 73728 2246963200 "120" "111" "101" 3
"1087" 73728 2246963200 "120" "110" "111" 3
"1088" 73728 2246963200 "120" "111" "111" 3
"1089" 73728 73728 "201" "000" "001" 3
"1090" 73728 73728 "201" "001" "001" 3
"1091" 73728 73728 "201" "000" "011" 3
"1092" 73728 73728 "201" "001" "011" 3
"1093" 73728 73728 "201" "010" "001" 3
"1094" 73728 73728 "201" "011" "001" 3
"1095" 73728 73728 "201" "010" "011" 3
"1096" 73728 73728 "201" "011" "011" 3
"1097" 73728 73728 "201" "000" "101" 3
"1098" 73728 73728 "201" "001" "101" 3
"1099" 73728 73728 "201" "000" "111" 3
"1100" 73728 73728 "201" "001" "111" 3
"1101" 73728 73728 "201" "010" "101" 3
"1102" 73728 73728 "201" "011" "101" 3
"1103" 73728 73728 "201" "010" "111" 3
"1104" 73728 73728 "201" "011" "111" 3
"1105" 73728 73728 "201" "100" "001" 3
"1106" 73728 73728 "201" "101" "001" 3
"1107" 73728 73728 "201" "100" "011" 3
"1108" 73728 73728 "201" "101" "011" 3
"1109" 73728 73728 "201" "110" "001" 3
"1110" 73728 73728 "201" "111" "001" 3
"1111" 73728 73728 "201" "110" "011" 3
"1112" 73728 73728 "201" "111" "011" 3
"1113" 73728 73728 "201" "100" "101" 3
"1114" 73728 73728 "201" "101" "101" 3
"1115" 73728 73728 "201" "100" "111" 3
"1116" 73728 73728 "201" "101" "111" 3
"1117" 73728 73728 "201" "110" "101" 3
"1118" 73728 73728 "201" "111" "101" 3
"1119" 73728 73728 "201" "110" "111" 3
"1120" 73728 73728 "201" "111" "111" 3
"1121" 73728 73728 "210" "000" "001" 3
"1122" 73728 73728 "210" "001" "001" 3
"1123" 73728 73728 "210" "000" "011" 3
"1124" 73728 73728 "210" "001" "011" 3
"1125" 73728 73728 "210" "010" "001" 3
"1126" 73728 73728 "210" "011" "001" 3
"1127" 73728 73728 "210" "010" "011" 3
"1128" 73728 73728 "210" "011" "011" 3
"1129" 73728 73728 "210" "000" "101" 3
"1130" 73728 73728 "210" "001" "101" 3
"1131" 73728 2246963200 "210" "000" "111" 3
"1132" 73728 2246963200 "210" "001" "111" 3
"1133" 73728 2246963200 "210" "010" "101" 3
"1134" 73728 2246963200 "210" "011" "101" 3
"1135" 73728 2246963200 "210" "010" "111" 3
"1136" 73728 2246963200 "210" "011" "111" 3
"1137" 73728 73728 "210" "100" "001" 3
"1138" 73728 73728 "210" "101" "001" 3
"1139" 73728 73728 "210" "100" "011" 3
"1140" 73728 73728 "210" "101" "011" 3
"1141" 73728 73728 "210" "110" "001" 3
"1142" 73728 73728 "210" "111" "001" 3
"1143" 73728 73728 "210" "110" "011" 3
"1144" 73728 73728 "210" "111" "011" 3
"1145" 73728 73728 "210" "100" "101" 3
"1146" 73728 73728 "210" "101" "101" 3
"1147" 73728 73728 "210" "100" "111" 3
"1148" 73728 73728 "210" "101" "111" 3
"1149" 73728 73728 "210" "110" "101" 3
"1150" 73728 73728 "210" "111" "101" 3
"1151" 73728 73728 "210" "110" "111" 3
"1152" 73728 73728 "210" "111" "111" 3
"1153" 86016 86016 "012" "000" "001" 3
"1154" 86016 86016 "012" "001" "001" 3
"1155" 86016 86016 "012" "000" "011" 3
"1156" 86016 86016 "012" "001" "011" 3
"1157" 86016 2125824 "012" "010" "001" 3
"1158" 86016 2246995968 "012" "011" "001" 3
"1159" 86016 2125824 "012" "010" "011" 3
"1160" 86016 2246995968 "012" "011" "011" 3
"1161" 86016 86016 "012" "000" "101" 3
"1162" 86016 86016 "012" "001" "101" 3
"1163" 86016 86016 "012" "000" "111" 3
"1164" 86016 86016 "012" "001" "111" 3
"1165" 86016 2125824 "012" "010" "101" 3
"1166" 86016 2249064448 "012" "011" "101" 3
"1167" 86016 2125824 "012" "010" "111" 3
"1168" 86016 2249064448 "012" "011" "111" 3
"1169" 86016 2154496 "012" "100" "001" 3
"1170" 86016 2246967296 "012" "101" "001" 3
"1171" 86016 2154496 "012" "100" "011" 3
"1172" 86016 2154496 "012" "101" "011" 3
"1173" 86016 2125824 "012" "110" "001" 3
"1174" 86016 2246995968 "012" "111" "001" 3
"1175" 86016 2125824 "012" "110" "011" 3
"1176" 86016 2246995968 "012" "111" "011" 3
"1177" 86016 2154496 "012" "100" "101" 3
"1178" 86016 2246967296 "012" "101" "101" 3
"1179" 86016 2154496 "012" "100" "111" 3
"1180" 86016 2154496 "012" "101" "111" 3
"1181" 86016 2125824 "012" "110" "101" 3
"1182" 86016 2246995968 "012" "111" "101" 3
"1183" 86016 2125824 "012" "110" "111" 3
"1184" 86016 2246995968 "012" "111" "111" 3
"1185" 86016 86016 "021" "000" "001" 3
"1186" 86016 86016 "021" "001" "001" 3
"1187" 86016 86016 "021" "000" "011" 3
"1188" 86016 86016 "021" "001" "011" 3
"1189" 86016 86016 "021" "010" "001" 3
"1190" 86016 86016 "021" "011" "001" 3
"1191" 86016 86016 "021" "010" "011" 3
"1192" 86016 86016 "021" "011" "011" 3
"1193" 86016 86016 "021" "000" "101" 3
"1194" 86016 86016 "021" "001" "101" 3
"1195" 86016 2246995968 "021" "000" "111" 3
"1196" 86016 2246995968 "021" "001" "111" 3
"1197" 86016 114688 "021" "010" "101" 3
"1198" 86016 114688 "021" "011" "101" 3
"1199" 86016 114688 "021" "010" "111" 3
"1200" 86016 114688 "021" "011" "111" 3
"1201" 86016 2154496 "021" "100" "001" 3
"1202" 86016 2246967296 "021" "101" "001" 3
"1203" 86016 2249064448 "021" "100" "011" 3
"1204" 86016 2249064448 "021" "101" "011" 3
"1205" 86016 2246967296 "021" "110" "001" 3
"1206" 86016 2246967296 "021" "111" "001" 3
"1207" 86016 2246967296 "021" "110" "011" 3
"1208" 86016 2246967296 "021" "111" "011" 3
"1209" 86016 2154496 "021" "100" "101" 3
"1210" 86016 2246967296 "021" "101" "101" 3
"1211" 86016 2249064448 "021" "100" "111" 3
"1212" 86016 2249064448 "021" "101" "111" 3
"1213" 86016 2246967296 "021" "110" "101" 3
"1214" 86016 2246967296 "021" "111" "101" 3
"1215" 86016 2246967296 "021" "110" "111" 3
"1216" 86016 2246967296 "021" "111" "111" 3
