"filesize" "d_span" "chunk_order" "fsync_bitmap" "sync_bitmap" "number_of_chunks"
"13638" 98304 2162688 "012" "100" "011" 3
"13639" 98304 2162688 "012" "101" "011" 3
"13640" 98304 2129920 "012" "110" "001" 3
"13641" 98304 12880707584 "012" "111" "001" 3
"13642" 98304 2129920 "012" "110" "011" 3
"13643" 98304 21470642176 "012" "111" "011" 3
"13644" 98304 2162688 "012" "100" "101" 3
"13645" 98304 43046014976 "012" "101" "101" 3
"13646" 98304 2162688 "012" "100" "111" 3
"13647" 98304 2162688 "012" "101" "111" 3
"13648" 98304 2129920 "012" "110" "101" 3
"13649" 98304 42945478656 "012" "111" "101" 3
"13650" 98304 4227072 "012" "110" "111" 3
"13651" 98304 36503027712 "012" "111" "111" 3
"13652" 98304 98304 "021" "000" "001" 3
"13653" 98304 98304 "021" "001" "001" 3
"13654" 98304 98304 "021" "000" "011" 3
"13655" 98304 98304 "021" "001" "011" 3
"13656" 98304 98304 "021" "010" "001" 3
"13657" 98304 98304 "021" "011" "001" 3
"13658" 98304 98304 "021" "010" "011" 3
"13659" 98304 98304 "021" "011" "011" 3
"13660" 98304 131072 "021" "000" "101" 3
"13661" 98304 98304 "021" "001" "101" 3
"13662" 98304 55830413312 "021" "000" "111" 3
"13663" 98304 42945511424 "021" "001" "111" 3
"13664" 98304 131072 "021" "010" "101" 3
"13665" 98304 131072 "021" "011" "101" 3
"13666" 98304 131072 "021" "010" "111" 3
"13667" 98304 131072 "021" "011" "111" 3
"13668" 98304 2162688 "021" "100" "001" 3
"13669" 98304 4391309312 "021" "101" "001" 3
"13670" 98304 12882804736 "021" "100" "011" 3
"13671" 98304 64422412288 "021" "101" "011" 3
"13672" 98304 17276211200 "021" "110" "001" 3
"13673" 98304 8686276608 "021" "111" "001" 3
"13674" 98304 17276178432 "021" "110" "011" 3
"13675" 98304 38751014912 "021" "111" "011" 3
"13676" 98304 2162688 "021" "100" "101" 3
"13677" 98304 30161113088 "021" "101" "101" 3
"13678" 98304 38652608512 "021" "100" "111" 3
"13679" 98304 12882804736 "021" "101" "111" 3
"13680" 98304 36603564032 "021" "110" "101" 3
"13681" 98304 8686276608 "021" "111" "101" 3
"13682" 98304 8686243840 "021" "110" "111" 3
"13683" 98304 55930884096 "021" "111" "111" 3
"13684" 98304 98304 "102" "000" "001" 3
"13685" 98304 98304 "102" "001" "001" 3
"13686" 98304 98304 "102" "000" "011" 3
"13687" 98304 98304 "102" "001" "011" 3
"13688" 98304 2129920 "102" "010" "001" 3
"13689" 98304 21470642176 "102" "011" "001" 3
"13690" 98304 2129920 "102" "010" "011" 3
"13691" 98304 55830380544 "102" "011" "011" 3
"13692" 98304 98304 "102" "000" "101" 3
"13693" 98304 98304 "102" "001" "101" 3
"13694" 98304 2129920 "102" "000" "111" 3
"13695" 98304 2129920 "102" "001" "111" 3
"13696" 98304 2129920 "102" "010" "101" 3
"13697" 98304 2129920 "102" "011" "101" 3
"13698" 98304 2129920 "102" "010" "111" 3
"13699" 98304 2162688 "102" "100" "001" 3
"13700" 98304 2162688 "102" "101" "001" 3
"13701" 98304 4227072 "102" "100" "011" 3
"13702" 98304 51537477632 "102" "101" "011" 3
"13703" 98304 2129920 "102" "110" "001" 3
"13704" 98304 30060576768 "102" "111" "001" 3
"13705" 98304 64420315136 "102" "111" "011" 3
"13706" 98304 2162688 "102" "100" "101" 3
"13707" 98304 2162688 "102" "101" "101" 3
"13708" 98304 4227072 "102" "100" "111" 3
"13709" 98304 42945478656 "102" "101" "111" 3
"13710" 98304 4227072 "102" "110" "101" 3
"13711" 98304 25767673856 "102" "111" "101" 3
"13712" 98304 4227072 "102" "110" "111" 3
"13713" 98304 36505092096 "102" "111" "111" 3
"13714" 98304 98304 "120" "000" "001" 3
"13715" 98304 98304 "120" "001" "001" 3
"13716" 98304 98304 "120" "000" "011" 3
"13717" 98304 98304 "120" "001" "011" 3
"13718" 98304 98304 "120" "010" "001" 3
"13719" 98304 98304 "120" "011" "001" 3
"13720" 98304 98304 "120" "010" "011" 3
"13721" 98304 98304 "120" "011" "011" 3
"13722" 98304 98304 "120" "000" "101" 3
"13723" 98304 98304 "120" "001" "101" 3
"13724" 98304 98304 "120" "000" "111" 3
"13725" 98304 98304 "120" "001" "111" 3
"13726" 98304 98304 "120" "010" "101" 3
"13727" 98304 98304 "120" "011" "101" 3
"13728" 98304 98304 "120" "010" "111" 3
"13729" 98304 98304 "120" "011" "111" 3
"13730" 98304 2162688 "120" "100" "001" 3
"13731" 98304 2162688 "120" "101" "001" 3
"13732" 98304 2162688 "120" "100" "011" 3
"13733" 98304 2162688 "120" "101" "011" 3
"13734" 98304 42945445888 "120" "110" "001" 3
"13735" 98304 55830347776 "120" "111" "001" 3
"13736" 98304 36502994944 "120" "110" "011" 3
"13737" 98304 42945445888 "120" "111" "011" 3
"13738" 98304 2162688 "120" "100" "101" 3
"13739" 98304 2162688 "120" "101" "101" 3
"13740" 98304 2162688 "120" "100" "111" 3
"13741" 98304 2162688 "120" "101" "111" 3
"13742" 98304 64420282368 "120" "110" "101" 3
"13743" 98304 17175642112 "120" "111" "101" 3
"13744" 98304 47240413184 "120" "110" "111" 3
"13745" 98304 38650478592 "120" "111" "111" 3
"13746" 98304 98304 "201" "000" "001" 3
"13747" 98304 98304 "201" "001" "001" 3
"13748" 98304 98304 "201" "000" "011" 3
"13749" 98304 98304 "201" "001" "011" 3
"13750" 98304 98304 "201" "010" "001" 3
"13751" 98304 98304 "201" "011" "001" 3
"13752" 98304 98304 "201" "010" "011" 3
"13753" 98304 98304 "201" "011" "011" 3
"13754" 98304 98304 "201" "000" "101" 3
"13755" 98304 98304 "201" "001" "101" 3
"13756" 98304 98304 "201" "000" "111" 3
"13757" 98304 98304 "201" "001" "111" 3
"13758" 98304 98304 "201" "011" "101" 3
"13759" 98304 98304 "201" "011" "111" 3
"13760" 98304 98304 "201" "100" "001" 3
"13761" 98304 98304 "201" "101" "001" 3
"13762" 98304 98304 "201" "100" "011" 3
"13763" 98304 98304 "201" "101" "011" 3
"13764" 98304 98304 "201" "111" "001" 3
"13765" 98304 98304 "201" "110" "011" 3
"13766" 98304 98304 "201" "111" "011" 3
"13767" 98304 98304 "201" "100" "101" 3
"13768" 98304 98304 "201" "101" "101" 3
"13769" 98304 98304 "201" "100" "111" 3
"13770" 98304 98304 "201" "101" "111" 3
"13771" 98304 98304 "201" "110" "101" 3
"13772" 98304 98304 "201" "111" "101" 3
"13773" 98304 98304 "201" "110" "111" 3
"13774" 98304 98304 "201" "111" "111" 3
"13775" 98304 98304 "210" "000" "001" 3
"13776" 98304 98304 "210" "001" "001" 3
"13777" 98304 98304 "210" "000" "011" 3
"13778" 98304 98304 "210" "001" "011" 3
"13779" 98304 98304 "210" "010" "001" 3
"13780" 98304 98304 "210" "011" "001" 3
"13781" 98304 98304 "210" "010" "011" 3
"13782" 98304 98304 "210" "011" "011" 3
"13783" 98304 98304 "210" "000" "101" 3
"13784" 98304 98304 "210" "001" "101" 3
"13785" 98304 64420282368 "210" "000" "111" 3
"13786" 98304 25765576704 "210" "001" "111" 3
"13787" 98304 8585707520 "210" "010" "101" 3
"13788" 98304 30060544000 "210" "011" "101" 3
"13789" 98304 60125315072 "210" "010" "111" 3
"13790" 98304 25765576704 "210" "011" "111" 3
"13791" 98304 98304 "210" "100" "001" 3
"13792" 98304 98304 "210" "101" "001" 3
"13793" 98304 98304 "210" "100" "011" 3
"13794" 98304 98304 "210" "101" "011" 3
"13795" 98304 98304 "210" "110" "001" 3
"13796" 98304 98304 "210" "111" "001" 3
"13797" 98304 98304 "210" "110" "011" 3
"13798" 98304 98304 "210" "111" "011" 3
"13799" 98304 98304 "210" "100" "101" 3
"13800" 98304 98304 "210" "101" "101" 3
"13801" 98304 163840 "210" "100" "111" 3
"13802" 98304 163840 "210" "101" "111" 3
"13803" 98304 163840 "210" "110" "101" 3
"13804" 98304 163840 "210" "111" "101" 3
"13805" 98304 163840 "210" "110" "111" 3
"13806" 98304 163840 "210" "111" "111" 3
"13807" 196608 196608 "012" "000" "001" 3
"13808" 196608 196608 "012" "001" "001" 3
"13809" 196608 196608 "012" "000" "011" 3
"13810" 196608 196608 "012" "001" "011" 3
"13811" 196608 196608 "012" "010" "001" 3
"13812" 196608 196608 "012" "011" "001" 3
"13813" 196608 196608 "012" "010" "011" 3
"13814" 196608 196608 "012" "011" "011" 3
"13815" 196608 262144 "012" "000" "101" 3
"13816" 196608 196608 "012" "001" "101" 3
"13817" 196608 196608 "012" "000" "111" 3
"13818" 196608 196608 "012" "001" "111" 3
"13819" 196608 196608 "012" "010" "101" 3
"13820" 196608 196608 "012" "011" "101" 3
"13821" 196608 196608 "012" "010" "111" 3
"13822" 196608 196608 "012" "011" "111" 3
"13823" 196608 2228224 "012" "100" "001" 3
"13824" 196608 17276243968 "012" "101" "001" 3
"13825" 196608 2228224 "012" "100" "011" 3
"13826" 196608 2228224 "012" "101" "011" 3
"13827" 196608 64420315136 "012" "110" "001" 3
"13828" 196608 30060576768 "012" "111" "001" 3
"13829" 196608 25765609472 "012" "110" "011" 3
"13830" 196608 36503027712 "012" "111" "011" 3
"13831" 196608 64520884224 "012" "101" "101" 3
"13832" 196608 2228224 "012" "100" "111" 3
"13833" 196608 2228224 "012" "101" "111" 3
"13834" 196608 12880707584 "012" "110" "101" 3
"13835" 196608 42945478656 "012" "111" "101" 3
"13836" 196608 8585740288 "012" "110" "111" 3
"13837" 196608 60125347840 "012" "111" "111" 3
"13838" 196608 196608 "021" "000" "001" 3
"13839" 196608 196608 "021" "001" "001" 3
"13840" 196608 196608 "021" "000" "011" 3
"13841" 196608 196608 "021" "001" "011" 3
"13842" 196608 196608 "021" "010" "001" 3
"13843" 196608 196608 "021" "011" "001" 3
"13844" 196608 196608 "021" "010" "011" 3
"13845" 196608 196608 "021" "011" "011" 3
"13846" 196608 262144 "021" "000" "101" 3
"13847" 196608 196608 "021" "001" "101" 3
"13848" 196608 12880773120 "021" "000" "111" 3
"13849" 196608 4290838528 "021" "001" "111" 3
"13850" 196608 262144 "021" "010" "101" 3
"13851" 196608 262144 "021" "011" "101" 3
"13852" 196608 262144 "021" "010" "111" 3
"13853" 196608 262144 "021" "011" "111" 3
"13854" 196608 2228224 "021" "100" "001" 3
"13855" 196608 4391342080 "021" "101" "001" 3
"13856" 196608 30062673920 "021" "100" "011" 3
"13857" 196608 4292870144 "021" "101" "011" 3
"13858" 196608 12981276672 "021" "110" "001" 3
"13859" 196608 30161145856 "021" "111" "001" 3
"13860" 196608 25866113024 "021" "110" "011" 3
"13861" 196608 36603531264 "021" "111" "011" 3
"13862" 196608 2228224 "021" "100" "101" 3
"13863" 196608 64520884224 "021" "101" "101" 3
"13864" 196608 42947575808 "021" "100" "111" 3
"13865" 196608 36505124864 "021" "101" "111" 3
"13866" 196608 8686309376 "021" "110" "101" 3
"13867" 196608 17276243968 "021" "111" "101" 3
"13868" 196608 12981211136 "021" "110" "111" 3
"13869" 196608 30161080320 "021" "111" "111" 3
"13870" 196608 196608 "102" "000" "001" 3
"13871" 196608 196608 "102" "001" "001" 3
"13872" 196608 196608 "102" "000" "011" 3
"13873" 196608 196608 "102" "001" "011" 3
"13874" 196608 196608 "102" "010" "001" 3
"13875" 196608 196608 "102" "011" "001" 3
"13876" 196608 196608 "102" "010" "011" 3
"13877" 196608 196608 "102" "000" "101" 3
"13878" 196608 196608 "102" "001" "101" 3
"13879" 196608 196608 "102" "000" "111" 3
"13880" 196608 196608 "102" "001" "111" 3
"13881" 196608 196608 "102" "010" "101" 3
"13882" 196608 196608 "102" "011" "101" 3
"13883" 196608 196608 "102" "010" "111" 3
"13884" 196608 196608 "102" "011" "111" 3
"13885" 196608 196608 "102" "100" "001" 3
"13886" 196608 196608 "102" "101" "001" 3
"13887" 196608 196608 "102" "100" "011" 3
"13888" 196608 196608 "102" "101" "011" 3
"13889" 196608 196608 "102" "110" "001" 3
"13890" 196608 196608 "102" "111" "001" 3
"13891" 196608 196608 "102" "110" "011" 3
"13892" 196608 196608 "102" "111" "011" 3
"13893" 196608 196608 "102" "100" "101" 3
"13894" 196608 196608 "102" "101" "101" 3
"13895" 196608 196608 "102" "100" "111" 3
"13896" 196608 196608 "102" "101" "111" 3
"13897" 196608 196608 "102" "110" "101" 3
"13898" 196608 196608 "102" "111" "101" 3
"13899" 196608 196608 "102" "110" "111" 3
"13900" 196608 196608 "102" "111" "111" 3
"13901" 196608 196608 "120" "000" "001" 3
"13902" 196608 196608 "120" "001" "001" 3
"13903" 196608 196608 "120" "000" "011" 3
"13904" 196608 196608 "120" "001" "011" 3
"13905" 196608 196608 "120" "010" "001" 3
"13906" 196608 196608 "120" "011" "001" 3
"13907" 196608 196608 "120" "010" "011" 3
"13908" 196608 196608 "120" "011" "011" 3
"13909" 196608 196608 "120" "000" "101" 3
"13910" 196608 196608 "120" "001" "101" 3
"13911" 196608 196608 "120" "000" "111" 3
"13912" 196608 196608 "120" "001" "111" 3
"13913" 196608 196608 "120" "010" "101" 3
"13914" 196608 196608 "120" "010" "111" 3
"13915" 196608 196608 "120" "011" "111" 3
"13916" 196608 196608 "120" "100" "001" 3
"13917" 196608 196608 "120" "101" "001" 3
"13918" 196608 196608 "120" "100" "011" 3
"13919" 196608 196608 "120" "101" "011" 3
"13920" 196608 196608 "120" "111" "001" 3
"13921" 196608 196608 "120" "110" "011" 3
"13922" 196608 196608 "120" "111" "011" 3
"13923" 196608 196608 "120" "100" "101" 3
"13924" 196608 196608 "120" "101" "101" 3
"13925" 196608 196608 "120" "100" "111" 3
"13926" 196608 196608 "120" "101" "111" 3
"13927" 196608 196608 "120" "110" "101" 3
"13928" 196608 196608 "120" "111" "101" 3
"13929" 196608 196608 "120" "110" "111" 3
"13930" 196608 196608 "120" "111" "111" 3
"13931" 196608 196608 "201" "000" "001" 3
"13932" 196608 196608 "201" "001" "001" 3
"13933" 196608 196608 "201" "000" "011" 3
"13934" 196608 196608 "201" "001" "011" 3
"13935" 196608 196608 "201" "010" "001" 3
"13936" 196608 196608 "201" "011" "001" 3
"13937" 196608 196608 "201" "010" "011" 3
"13938" 196608 196608 "201" "011" "011" 3
"13939" 196608 196608 "201" "000" "101" 3
"13940" 196608 196608 "201" "001" "101" 3
"13941" 196608 196608 "201" "001" "111" 3
"13942" 196608 196608 "201" "010" "101" 3
"13943" 196608 196608 "201" "011" "101" 3
"13944" 196608 196608 "201" "010" "111" 3
"13945" 196608 196608 "201" "011" "111" 3
"13946" 196608 196608 "201" "100" "001" 3
"13947" 196608 196608 "201" "101" "001" 3
"13948" 196608 196608 "201" "100" "011" 3
"13949" 196608 196608 "201" "101" "011" 3
"13950" 196608 196608 "201" "110" "001" 3
"13951" 196608 196608 "201" "111" "001" 3
"13952" 196608 196608 "201" "110" "011" 3
"13953" 196608 196608 "201" "111" "011" 3
"13954" 196608 196608 "201" "100" "101" 3
"13955" 196608 196608 "201" "101" "101" 3
"13956" 196608 196608 "201" "100" "111" 3
"13957" 196608 196608 "201" "101" "111" 3
"13958" 196608 196608 "201" "110" "101" 3
"13959" 196608 196608 "201" "111" "101" 3
"13960" 196608 196608 "201" "110" "111" 3
"13961" 196608 196608 "201" "111" "111" 3
"13962" 196608 196608 "210" "000" "001" 3
"13963" 196608 196608 "210" "001" "001" 3
"13964" 196608 196608 "210" "000" "011" 3
"13965" 196608 196608 "210" "001" "011" 3
"13966" 196608 196608 "210" "010" "001" 3
"13967" 196608 196608 "210" "011" "001" 3
"13968" 196608 196608 "210" "010" "011" 3
"13969" 196608 196608 "210" "011" "011" 3
"13970" 196608 196608 "210" "000" "101" 3
"13971" 196608 196608 "210" "001" "101" 3
"13972" 196608 8585674752 "210" "000" "111" 3
"13973" 196608 12880642048 "210" "001" "111" 3
"13974" 196608 17175609344 "210" "010" "101" 3
"13975" 196608 21470576640 "210" "011" "101" 3
"13976" 196608 8585674752 "210" "010" "111" 3
"13977" 196608 55830315008 "210" "011" "111" 3
"13978" 196608 196608 "210" "100" "001" 3
"13979" 196608 196608 "210" "101" "001" 3
"13980" 196608 196608 "210" "100" "011" 3
"13981" 196608 196608 "210" "101" "011" 3
"13982" 196608 196608 "210" "110" "001" 3
"13983" 196608 196608 "210" "111" "001" 3
"13984" 196608 196608 "210" "110" "011" 3
"13985" 196608 196608 "210" "111" "011" 3
"13986" 196608 196608 "210" "100" "101" 3
"13987" 196608 196608 "210" "101" "101" 3
"13988" 196608 327680 "210" "100" "111" 3
"13989" 196608 327680 "210" "101" "111" 3
"13990" 196608 327680 "210" "110" "101" 3
"13991" 196608 327680 "210" "111" "101" 3
"13992" 196608 327680 "210" "110" "111" 3
"13993" 196608 327680 "210" "111" "111" 3
"13994" 393216 393216 "012" "000" "001" 3
"13995" 393216 393216 "012" "001" "001" 3
"13996" 393216 393216 "012" "000" "011" 3
"13997" 393216 393216 "012" "001" "011" 3
"13998" 393216 393216 "012" "010" "001" 3
"13999" 393216 393216 "012" "011" "001" 3
"14000" 393216 393216 "012" "010" "011" 3
"14001" 393216 393216 "012" "011" "011" 3
"14002" 393216 524288 "012" "000" "101" 3
"14003" 393216 393216 "012" "001" "101" 3
"14004" 393216 393216 "012" "000" "111" 3
"14005" 393216 393216 "012" "001" "111" 3
"14006" 393216 393216 "012" "010" "101" 3
"14007" 393216 393216 "012" "011" "101" 3
"14008" 393216 393216 "012" "010" "111" 3
"14009" 393216 393216 "012" "011" "111" 3
"14010" 393216 393216 "012" "100" "001" 3
"14011" 393216 393216 "012" "101" "001" 3
"14012" 393216 393216 "012" "100" "011" 3
"14013" 393216 393216 "012" "101" "011" 3
"14014" 393216 393216 "012" "110" "001" 3
"14015" 393216 393216 "012" "111" "001" 3
"14016" 393216 393216 "012" "110" "011" 3
"14017" 393216 393216 "012" "111" "011" 3
"14018" 393216 393216 "012" "100" "101" 3
"14019" 393216 393216 "012" "101" "101" 3
"14020" 393216 393216 "012" "100" "111" 3
"14021" 393216 393216 "012" "101" "111" 3
"14022" 393216 393216 "012" "110" "101" 3
"14023" 393216 393216 "012" "111" "101" 3
"14024" 393216 393216 "012" "110" "111" 3
"14025" 393216 393216 "012" "111" "111" 3
"14026" 393216 393216 "021" "000" "001" 3
"14027" 393216 393216 "021" "001" "001" 3
"14028" 393216 393216 "021" "000" "011" 3
"14029" 393216 393216 "021" "001" "011" 3
"14030" 393216 393216 "021" "010" "001" 3
"14031" 393216 393216 "021" "011" "001" 3
"14032" 393216 393216 "021" "010" "011" 3
"14033" 393216 393216 "021" "011" "011" 3
"14034" 393216 524288 "021" "000" "101" 3
"14035" 393216 393216 "021" "001" "101" 3
"14036" 393216 4290904064 "021" "000" "111" 3
"14037" 393216 55830511616 "021" "001" "111" 3
"14038" 393216 524288 "021" "010" "101" 3
"14039" 393216 524288 "021" "011" "101" 3
"14040" 393216 524288 "021" "010" "111" 3
"14041" 393216 524288 "021" "011" "111" 3
"14042" 393216 393216 "021" "100" "001" 3
"14043" 393216 393216 "021" "101" "001" 3
"14044" 393216 393216 "021" "100" "011" 3
"14045" 393216 393216 "021" "101" "011" 3
"14046" 393216 524288 "021" "110" "001" 3
"14047" 393216 524288 "021" "111" "001" 3
"14048" 393216 524288 "021" "110" "011" 3
"14049" 393216 524288 "021" "111" "011" 3
"14050" 393216 393216 "021" "100" "101" 3
"14051" 393216 393216 "021" "101" "101" 3
"14052" 393216 393216 "021" "100" "111" 3
"14053" 393216 393216 "021" "101" "111" 3
"14054" 393216 524288 "021" "110" "101" 3
"14055" 393216 524288 "021" "111" "101" 3
"14056" 393216 524288 "021" "110" "111" 3
"14057" 393216 524288 "021" "111" "111" 3
"14058" 393216 393216 "102" "000" "001" 3
"14059" 393216 393216 "102" "001" "001" 3
"14060" 393216 393216 "102" "000" "011" 3
"14061" 393216 393216 "102" "001" "011" 3
"14062" 393216 393216 "102" "010" "001" 3
"14063" 393216 393216 "102" "011" "001" 3
"14064" 393216 393216 "102" "010" "011" 3
"14065" 393216 393216 "102" "011" "011" 3
"14066" 393216 393216 "102" "000" "101" 3
"14067" 393216 393216 "102" "001" "101" 3
"14068" 393216 393216 "102" "000" "111" 3
"14069" 393216 393216 "102" "001" "111" 3
"14070" 393216 393216 "102" "010" "101" 3
"14071" 393216 393216 "102" "011" "101" 3
"14072" 393216 393216 "102" "010" "111" 3
"14073" 393216 393216 "102" "011" "111" 3
"14074" 393216 393216 "102" "100" "001" 3
"14075" 393216 393216 "102" "101" "001" 3
"14076" 393216 393216 "102" "100" "011" 3
"14077" 393216 393216 "102" "101" "011" 3
"14078" 393216 393216 "102" "110" "001" 3
"14079" 393216 393216 "102" "111" "001" 3
"14080" 393216 393216 "102" "110" "011" 3
"14081" 393216 393216 "102" "111" "011" 3
"14082" 393216 393216 "102" "100" "101" 3
"14083" 393216 393216 "102" "101" "101" 3
"14084" 393216 393216 "102" "100" "111" 3
"14085" 393216 393216 "102" "101" "111" 3
"14086" 393216 393216 "102" "110" "101" 3
"14087" 393216 393216 "102" "111" "101" 3
"14088" 393216 393216 "102" "110" "111" 3
"14089" 393216 393216 "102" "111" "111" 3
"14090" 393216 393216 "120" "000" "001" 3
"14091" 393216 393216 "120" "001" "001" 3
"14092" 393216 393216 "120" "000" "011" 3
"14093" 393216 393216 "120" "001" "011" 3
"14094" 393216 393216 "120" "010" "001" 3
"14095" 393216 393216 "120" "011" "001" 3
"14096" 393216 393216 "120" "010" "011" 3
"14097" 393216 393216 "120" "011" "011" 3
"14098" 393216 393216 "120" "000" "101" 3
"14099" 393216 393216 "120" "001" "101" 3
"14100" 393216 393216 "120" "000" "111" 3
"14101" 393216 393216 "120" "001" "111" 3
"14102" 393216 393216 "120" "010" "101" 3
"14103" 393216 393216 "120" "011" "101" 3
"14104" 393216 393216 "120" "010" "111" 3
"14105" 393216 393216 "120" "011" "111" 3
"14106" 393216 393216 "120" "100" "001" 3
"14107" 393216 393216 "120" "101" "001" 3
"14108" 393216 393216 "120" "100" "011" 3
"14109" 393216 393216 "120" "101" "011" 3
"14110" 393216 393216 "120" "110" "001" 3
"14111" 393216 393216 "120" "111" "001" 3
"14112" 393216 393216 "120" "110" "011" 3
"14113" 393216 393216 "120" "111" "011" 3
"14114" 393216 393216 "120" "100" "101" 3
"14115" 393216 393216 "120" "101" "101" 3
"14116" 393216 393216 "120" "100" "111" 3
"14117" 393216 393216 "120" "101" "111" 3
"14118" 393216 393216 "120" "110" "101" 3
"14119" 393216 393216 "120" "111" "101" 3
"14120" 393216 393216 "120" "110" "111" 3
"14121" 393216 393216 "120" "111" "111" 3
"14122" 393216 393216 "201" "000" "001" 3
"14123" 393216 393216 "201" "001" "001" 3
"14124" 393216 393216 "201" "000" "011" 3
"14125" 393216 393216 "201" "010" "001" 3
"14126" 393216 393216 "201" "011" "001" 3
"14127" 393216 393216 "201" "010" "011" 3
"14128" 393216 393216 "201" "011" "011" 3
"14129" 393216 393216 "201" "000" "101" 3
"14130" 393216 393216 "201" "001" "101" 3
"14131" 393216 393216 "201" "000" "111" 3
"14132" 393216 393216 "201" "001" "111" 3
"14133" 393216 393216 "201" "011" "101" 3
"14134" 393216 393216 "201" "010" "111" 3
"14135" 393216 393216 "201" "011" "111" 3
"14136" 393216 393216 "201" "100" "001" 3
"14137" 393216 393216 "201" "101" "001" 3
"14138" 393216 393216 "201" "100" "011" 3
"14139" 393216 393216 "201" "101" "011" 3
"14140" 393216 393216 "201" "110" "001" 3
"14141" 393216 393216 "201" "111" "001" 3
"14142" 393216 393216 "201" "110" "011" 3
"14143" 393216 393216 "201" "111" "011" 3
"14144" 393216 393216 "201" "101" "101" 3
"14145" 393216 393216 "201" "100" "111" 3
"14146" 393216 393216 "201" "101" "111" 3
"14147" 393216 393216 "201" "110" "101" 3
"14148" 393216 393216 "201" "111" "101" 3
"14149" 393216 393216 "201" "110" "111" 3
"14150" 393216 393216 "210" "000" "001" 3
"14151" 393216 393216 "210" "001" "001" 3
"14152" 393216 393216 "210" "000" "011" 3
"14153" 393216 393216 "210" "010" "001" 3
"14154" 393216 393216 "210" "011" "001" 3
"14155" 393216 393216 "210" "010" "011" 3
"14156" 393216 393216 "210" "011" "011" 3
"14157" 393216 393216 "210" "000" "101" 3
"14158" 393216 393216 "210" "001" "101" 3
"14159" 393216 4290641920 "210" "000" "111" 3
"14160" 393216 42945347584 "210" "001" "111" 3
"14161" 393216 64420184064 "210" "010" "101" 3
"14162" 393216 42945347584 "210" "011" "101" 3
"14163" 393216 4290641920 "210" "010" "111" 3
"14164" 393216 55830249472 "210" "011" "111" 3
"14165" 393216 393216 "210" "100" "001" 3
"14166" 393216 393216 "210" "101" "001" 3
"14167" 393216 393216 "210" "100" "011" 3
"14168" 393216 393216 "210" "101" "011" 3
"14169" 393216 393216 "210" "110" "001" 3
"14170" 393216 393216 "210" "111" "001" 3
"14171" 393216 393216 "210" "110" "011" 3
"14172" 393216 393216 "210" "111" "011" 3
"14173" 393216 393216 "210" "100" "101" 3
"14174" 393216 393216 "210" "101" "101" 3
"14175" 393216 655360 "210" "100" "111" 3
"14176" 393216 655360 "210" "101" "111" 3
"14177" 393216 655360 "210" "110" "101" 3
"14178" 393216 655360 "210" "111" "101" 3
"14179" 393216 655360 "210" "110" "111" 3
"14180" 393216 655360 "210" "111" "111" 3
"14181" 786432 786432 "012" "000" "001" 3
"14182" 786432 786432 "012" "001" "001" 3
"14183" 786432 786432 "012" "000" "011" 3
"14184" 786432 786432 "012" "001" "011" 3
"14185" 786432 786432 "012" "010" "001" 3
"14186" 786432 786432 "012" "011" "001" 3
"14187" 786432 786432 "012" "010" "011" 3
"14188" 786432 786432 "012" "011" "011" 3
"14189" 786432 1048576 "012" "000" "101" 3
"14190" 786432 786432 "012" "001" "101" 3
"14191" 786432 786432 "012" "000" "111" 3
"14192" 786432 786432 "012" "001" "111" 3
"14193" 786432 786432 "012" "010" "101" 3
"14194" 786432 786432 "012" "011" "101" 3
"14195" 786432 786432 "012" "010" "111" 3
"14196" 786432 786432 "012" "011" "111" 3
"14197" 786432 786432 "012" "100" "001" 3
"14198" 786432 786432 "012" "101" "001" 3
"14199" 786432 786432 "012" "100" "011" 3
"14200" 786432 786432 "012" "101" "011" 3
"14201" 786432 786432 "012" "110" "001" 3
"14202" 786432 786432 "012" "111" "001" 3
"14203" 786432 786432 "012" "110" "011" 3
"14204" 786432 786432 "012" "111" "011" 3
"14205" 786432 786432 "012" "100" "101" 3
"14206" 786432 786432 "012" "101" "101" 3
"14207" 786432 786432 "012" "100" "111" 3
"14208" 786432 786432 "012" "101" "111" 3
"14209" 786432 786432 "012" "110" "101" 3
"14210" 786432 786432 "012" "110" "111" 3
"14211" 786432 786432 "012" "111" "111" 3
"14212" 786432 786432 "021" "000" "001" 3
"14213" 786432 786432 "021" "001" "001" 3
"14214" 786432 786432 "021" "000" "011" 3
"14215" 786432 786432 "021" "001" "011" 3
"14216" 786432 786432 "021" "010" "001" 3
"14217" 786432 786432 "021" "011" "001" 3
"14218" 786432 786432 "021" "010" "011" 3
"14219" 786432 786432 "021" "011" "011" 3
"14220" 786432 1048576 "021" "000" "101" 3
"14221" 786432 786432 "021" "001" "101" 3
"14222" 786432 64420577280 "021" "000" "111" 3
"14223" 786432 4291035136 "021" "001" "111" 3
"14224" 786432 1048576 "021" "010" "101" 3
"14225" 786432 1048576 "021" "011" "101" 3
"14226" 786432 1048576 "021" "010" "111" 3
"14227" 786432 1048576 "021" "011" "111" 3
"14228" 786432 786432 "021" "100" "001" 3
"14229" 786432 786432 "021" "101" "001" 3
"14230" 786432 786432 "021" "100" "011" 3
"14231" 786432 786432 "021" "101" "011" 3
"14232" 786432 1048576 "021" "110" "001" 3
"14233" 786432 1048576 "021" "111" "001" 3
"14234" 786432 1048576 "021" "110" "011" 3
